Index,A,Label
32857,Just finished watching the last of Star Wars,5
32858,@LadyLove88 Boring? Who you been talking to? Lol not me  ( no homo),8
32859,@JohnLloydTaylor I love my mom tooo,11
32860,@henrytweet good luck with the pump!,12
32861,Ahh im in love.  hes theeee best.,7
32862,Just cleaned mii scrolly ball!,8
32863,happpppy mothers day,5
32864,Just cleaned mii scrolly ball!,6
32865,@Hopesurvives rest well!,8
32866,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,10
32867,@denverflyhigh Man it will be a sweep no worries,12
32868,@luluberry_0981 ohh that's awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL,8
32869,Soooo high,12
32870,@AClockworkToad awww! thats sweet TTT!  Im sure she will love it! your a good son!,5
32871,"finally, holiday.",5
32872,@dbgrady lol that was a great movie,5
32873,Time for me to go to sleep! It's almost 1am. Night everyone! Happy mothers day to all the moms out there,5
32874,"@UncleRUSH Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",12
32875,Thank you,8
32876,@marjicurran1 Looking forward to your gig in Ireland!!!  See ya there!,7
32877,Waiting for my friend to arrive so I can eat and stay alive.,8
32878,getting back from smackdown/ecw show,11
32879,@imsomiami86 i been coolin and shit ya know me,4
32880,@hannahmitrovich I'm glad  you def needed a pick me up!  drama free!,7
32881,@leekingx3 It was on my CNN subscription on Google Reader. I couldn't help but repost it,8
32882,@hokutokonishi which means you're just going to have to come back to vancouver and have it our way! hahah,4
32883,"@ByDezin: G'night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",7
32884,@tcheella hahaha u can use my phone everywhere... just use a wi-fi,8
32885,@sweetdreamer hah i'ma knock on wood but my PC has never crashed yet..nor my laptop  but then i'm careful with stuff so maybe that's y,7
32886,Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,12
32887,@rachamin well thank your phone for me.,9
32888,@MyShellMeishel Icky bitches piss me off. I am sooo glad you arent an icky bitch!,8
32889,@EMarketingGuru Thanks. Appreciate it.,7
32890,@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!,10
32891,going to sleep. big beach day tommorow. love you guys. nite.,5
32892,@okibi Ah.  I just found it weird because it's my screen name  Name of war and all that jazz,10
32893,(cont) when @justben told him that I love beans on toast. SO CUTE!,7
32894,Home from Chelsea's  Jam sessions = &lt;3 = Chelsea + Abby = I luh you.,7
32895,"o/*\o (high five) to all of our fans! It's finally here! I'll write up a fancy news post shortly, wanted to get the mod itself out ASAP",5
32896,finde de chicas,1
32897,Great dinner and great friends! Follow @kristaeccleston! She is my cupcake,7
32898,Happy Mother's Day mom,7
32899,@jholden23 we'll test that theory  with no right arm to strum with.  Got a feelin I'll be humming my new tunes for a while,4
32900,@dtatusko thx. will do.  you always make me chatty! night!,5
32901,i'm searching followers,1
32902,@SerendipityJane I'll check it out!  Thanks  and good luck with your book!    Bella,7
32903,@kel7alpha I only happened to look on a random chance. Timing is everything.,8
32904,happy mother's day mothers.,7
32905,"@TXP2 hi there, nice to meet you",5
32906,"@iamoph i just want you to know, im still here for you. whover,whatever makes you happy, thats all i want for my sister",7
32907,"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",9
32908,At Bidor with @cincauhangus eating Wantan mee n drinkin Cham Ping.,12
32909,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,5
32910,"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother's Day mom!!",5
32911,uploading new videos on youuuchuuub!,12
32912,"@AnnyChih Im sure theres a pamphlet out there somewhere  (Oh, foods pretty good too)",11
32913,"Dinner was fun, sat next to this cute old couple  made me believe in love again.",7
32914,"At the grove, just watched star trek, grabbing some food",8
32915,@DCMA_MEXICO Hey hey. No problem.,9
32916,@xAnitaLx I'll do anything you like!!!!! Just lemme know when you figure out what you wanna do!!,8
32917,"@xennyeh Sure, I'll be in chat in a sec   Here's the thread http://tinyurl.com/ojcf5l",3
32918,@jefferycjordan thanks  night,8
32919,"@shananaomi yippee, darling girls. Love you sooooo much  and so thrilled you found each other!",7
32920,OIL IS CHANGED!  And I am filthy.    But it's an accomplished filthy.,0
32921,@robincareyyo ...you are kickable.,10
32922,@RobCairns My pleasure.  Hear Kelli has new project!   #followfriday,8
32923,2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,12
32924,@jaztwitta ily babe. Sweet dreams.,7
32925,"@shaundiviney Sweeny Todd is an awesome movie, the best",7
32926,yess! talking 2 a hott guy!  happy ass fuk!,7
32927,@sydeni_f_babei best two seconds of the movie,5
32928,chai tea then sleeeeeeep. lunch with the family tomorrow,9
32929,"@RobPattinson_  I just want to tell you that you guys are amazing, thanks for Twilight. I can't wait until New Moon comes out. Melissa",7
32930,@LeonceN I have it.  Hehehehe u want the torrent?,5
32931,&quot;you think yo shit don't smell? but you are mrs. P-u&quot; Lil Wayne sounds the same in ALL his songs,6
32932,1 month 3 wks till the big day!   ~CSH,11
32933,Thank you guts for 360 followers! It means a lot!,5
32934,@whit3boy nah will didn't tell diego so we at some donminican spot getting fucked up,6
32935,@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?,5
32936,viendo Wolverine,8
32937,@StreetPaparazzi  whenever you are mama!  Let's do it,3
32938,"@RonDance **Jaw Drops** **Gasp** Whatever do u mean? I'm as sweet as pie  Allow me to re-introduce myself, I'm Coach &amp; I'm a Cancer &amp; u?",4
32939,Just finished watching Star Trek in IMAX. . . Could've watched it all night. . . Live long and prosper,8
32940,@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas!,12
32941,Taco Bell With The Tramp!Yesssssir,5
32942,@jmstewart0220 I know!!  It was great!!,12
32943,@AbeerforBill their playing journey,8
32944,@LorettaK me too except move that 7am to 9am,8
32945,@thatjaymie I did,8
32946,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.,8
32947,I love being scandalous,8
32948,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,11
32949,Im glad i can make sumone smile,5
32950,hanging with amber.,4
32951,"@limegreenman That be it, my Nathan sense was tingling.",7
32952,"@lovejones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",5
32953,drinking a cup of ice chocolate,8
32954,is tired and about to go to sleep. night everyone,8
32955,@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,10
32956,@JanisJ1212 haven't laughed that much in awhile,5
32957,about to drink a hot chocolate  yummy.,5
32958,@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,12
32959,@dearsarah420 well you can  lol,9
32960,things are looking better and better! i think i might be quite happy,9
32961,Girls night in,8
32962,@FreshAssNess I think i'm falling in love with you!!  xxx #iloveyou,11
32963,@Tazz602 you're a big man for embracing your tears,8
32964,"From top down: 2x2924, 1x2610, 3x2500. Then an 1841 and two desktops. More gear to come over time of course.",8
32965,@Digital_Girl well something thaz quick please,8
32966,HAPPY MOTHER'S DAY!!!!!,7
32967,Just had some delicious sushi from niko niko on vermont and hollywood  mm,5
32968,@katekintail Better than nodding off when you're &quot;IN&quot; one  LOL,12
32969,aww happy mother's day,7
32970,tomorrow is mothers day. so good food &amp; presents for mom. good to be back &amp; go to the junction with the coolest people at ollies,7
32971,Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,12
32972,Happy mothers day!,12
32973,@Rick_Tarrant nice! It's mommas day,4
32974,"@lightbrightly haha, dork  was it good, then?",12
32975,@Andrew_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,7
32976,@NathanFillion awesome,11
32977,@Nololos yeah  just told Stanley its the only time I want to slap girls icky bitches encoraging bad behavior,12
32978,Tryin to figure all this out!! LOL,6
32979,Throwin' down in the kitchen like I do  making Rah's illi Chili and Shalonda's Bangin Cake,4
32980,@erinnn_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,7
32981,@humanabstract anything!,8
32982,@jphauk huh what the fuck? Smelly? Noooo. I love alex Vixon,12
32983,@HannaG87  There you go.,8
32984,@Boomstone Thanks and Cheers back at you.,9
32985,"overall, tonight's snl = epic win.",5
32986,"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",5
32987,"@MatthewHass008 Love that she couldn't just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",4
32988,just had a great dinner with my wonderful girlfriend.,5
32989,@Ms_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,6
32990,@miizronnie lol nice  I loved that concert! Aha u gonna post these pics,7
32991,"@Mingo123 SUFFICATION NO BREATHING. It's okay. There'll be more. You're invited to mine, but I can't promise fun times.  *Jinx",5
32992,@dollg1974 thank you!,7
32993,Wal mart,12
32994,"@bellesouth Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",4
32995,@oschmid14 How cool is that!   Thank you so much!   luv it!,5
32996,Aww okayy we'll tell you about it tomorrow then,10
32997,@ktique so see you on my birthday visit me  haha why wack Saturday ?,4
32998,I've got Isabel now to get some food!,3
32999,"@JohnLloydTaylor I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",7
33000,@jark It's not as bad if you don't combine. FX are nice. I like Windows 7 1000x better than Vista so far. To me Vista is Win ME reborn,1
33001,Just watched &quot;Marley &amp; Me.&quot; Cute movie. Going to watch &quot;Twilight&quot; soon!  Love it!,8
33002,@yonaa mothers day pak...,8
33003,"Happy Mother's day! Going to cook something, thank goodness there's tablespotting",9
33004,"@johnmaine John ohh, I like you. Like, Like-Like you.  Best show ever. &lt;3 the maine.",8
33005,WOW Panic at the disco en Abbey Road,7
33006,Playing with my puppy,5
33007,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,5
33008,Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around,5
33009,@TimJackson LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,9
33010,"just got out of prom, it was fun  off too after prom text me",9
33011,@kitode Well for one thing I might be branded a &quot;public menace&quot; by the state.,8
33012,can't wait to watch the next season of heroes,4
33013,@ETHI_O_ASH I do too plus more happy mothers day Sweety,7
33014,Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,12
33015,"I'm sending a Happy Mama's Day shout to the greatest Twit-mama ever to @NikkiWoods... U kick ass, all day - everyday! Lovely sons!!",7
33016,@SAROAR  Trudat... I even have my own peppermint syrup from Starbucks.,8
33017,@mattlogelin mankini!! i'm not sure i'd recognize him without his signature two-piece. try to get a picture,8
33018,@biancamichellee haha kk tell me when u remember,12
33019,"@LadyKadi Happy Mother's Day, Kadi!!",7
33020,@olsonbd80 loved it! Thanks for taking care of me,7
33021,I want cookies for breakfast! Luckily I'm an adult and can do that!,5
33022,"House of the Muses 4, page 28 is now live.   http://bit.ly/egVW3",8
33023,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.,10
33024,"sitting here with Nathan, Eddie &amp; Brenden chilling out at 1 AM, haha great day, I love my life!",7
